id,placeID,hours,days
47,132108,17:00-01:00;,Mon;Tue;Wed;Thu;Fri;
48,132108,17:00-01:00;,Sat;
49,132109,17:00-21:00;,Sat;
50,132109,17:00-21:00;,Sun;
51,132109,17:00-21:00;,Sun;
52,132109,17:00-21:00;,Mon;Tue;Wed;Thu;Fri;
53,132109,17:00-21:00;,Mon;Tue;Wed;Thu;Fri;
54,132109,17:00-21:00;,Sat;
55,132111,13:30-12:00;00:00-23:30;13:30-02:00;01:30-23:00;,Sat;
56,132111,13:30-12:00;00:00-23:30;13:30-02:00;01:30-23:00;,Sun;
57,132111,13:30-12:00;00:00-23:30;13:30-02:00;01:30-23:00;,Mon;Tue;Wed;Thu;Fri;
58,132111,13:30-12:00;00:00-23:30;13:30-02:00;01:30-23:00;,Mon;Tue;Wed;Thu;Fri;
59,132111,13:30-12:00;00:00-23:30;13:30-02:00;01:30-23:00;,Sat;
60,132111,13:30-12:00;00:00-23:30;13:30-02:00;01:30-23:00;,Sun;
61,132115,13:30-22:30;22:00;,Sun;
62,132115,13:30-22:30;22:00;,Sun;
63,132115,13:30-22:30;22:00;,Mon;Tue;Wed;Thu;Fri;
64,132115,13:30-22:30;22:00;,Mon;Tue;Wed;Thu;Fri;
65,132115,13:30-22:30;22:00;,Sat;
66,132115,13:30-22:30;22:00;,Sat;
67,132116,13:30-13:00;15:00-22:00;,Sat;
68,132116,13:30-13:00;15:00-22:00;,Sun;
69,132116,13:30-13:00;15:00-22:00;,Sun;
70,132116,13:30-13:00;15:00-22:00;,Mon;Tue;Wed;Thu;Fri;
71,132116,13:30-13:00;15:00-22:00;,Mon;Tue;Wed;Thu;Fri;
72,132116,13:30-13:00;15:00-22:00;,Sat;
73,132118,00:00-23:30;,Sun;
74,132118,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
75,132118,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
76,132118,00:00-23:30;,Sat;
77,132118,00:00-23:30;,Sat;
78,132118,00:00-23:30;,Sun;
79,132120,10:00-22:00;10:00-23:00;10:00-20:00;11:00-21:00;,Sun;
80,132120,10:00-22:00;10:00-23:00;10:00-20:00;11:00-21:00;,Sun;
81,132120,10:00-22:00;10:00-23:00;10:00-20:00;11:00-21:00;,Mon;Tue;Wed;Thu;Fri;
82,132120,10:00-22:00;10:00-23:00;10:00-20:00;11:00-21:00;,Mon;Tue;Wed;Thu;Fri;
83,132120,10:00-22:00;10:00-23:00;10:00-20:00;11:00-21:00;,Sat;
84,132120,10:00-22:00;10:00-23:00;10:00-20:00;11:00-21:00;,Sat;
85,132130,17:00-22:00;,Sat;
86,132130,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
87,132130,17:00-22:00;,Sat;
88,132130,17:00-22:00;,Sun;
89,132130,17:00-22:00;,Sun;
90,132130,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
91,132148,11:00-12:00;,Sun;
92,132148,11:00-12:00;,Sun;
93,132148,11:00-12:00;,Mon;Tue;Wed;Thu;Fri;
94,132148,11:00-12:00;,Mon;Tue;Wed;Thu;Fri;
95,132148,11:00-12:00;,Sat;
96,132148,11:00-12:00;,Sat;
97,132148,11:00-23:00;,Mon;Tue;Wed;Thu;Fri;
98,132148,11:00-23:00;,Mon;Tue;Wed;Thu;Fri;
99,132148,11:00-23:00;,Sat;
100,132148,11:00-23:00;,Sat;
101,132155,18:00-22:00;,Mon;Tue;Wed;Thu;Fri;
102,132155,18:00-22:00;,Sat;
103,132155,18:00-22:00;,Sat;
104,132155,18:00-22:00;,Sun;
105,132155,18:00-22:00;,Sun;
106,132155,18:00-22:00;,Mon;Tue;Wed;Thu;Fri;
107,132157,21:30-13:00;,Mon;Tue;Wed;Thu;Fri;
108,132157,21:30-13:00;,Sat;
109,132157,21:30-13:00;,Sun;
110,132157,21:30-13:00;,Sun;
111,132157,21:30-13:00;,Mon;Tue;Wed;Thu;Fri;
112,132157,21:30-13:00;,Sat;
113,132159,12:00-21:00;,Sun;
114,132159,12:00-21:00;,Sun;
115,132159,12:00-21:00;,Mon;Tue;Wed;Thu;Fri;
116,132159,12:00-21:00;,Mon;Tue;Wed;Thu;Fri;
117,132159,12:00-21:00;,Sat;
118,132159,12:00-21:00;,Sat;
119,132160,10:00-21:00;,Sun;
120,132160,10:00-21:00;,Sun;
121,132160,10:00-21:00;,Mon;Tue;Wed;Thu;Fri;
122,132160,10:00-21:00;,Mon;Tue;Wed;Thu;Fri;
123,132160,10:00-21:00;,Sat;
124,132160,10:00-21:00;,Sat;
125,132161,20:30-21:00;,Sun;
126,132161,20:30-21:00;,Sun;
127,132161,20:30-21:00;,Mon;Tue;Wed;Thu;Fri;
128,132161,20:30-21:00;,Mon;Tue;Wed;Thu;Fri;
129,132161,20:30-21:00;,Sat;
130,132161,20:30-21:00;,Sat;
131,132163,16:00-21:00;,Sat;
132,132163,16:00-21:00;,Sun;
133,132163,16:00-21:00;,Sun;
134,132163,16:00-21:00;,Mon;Tue;Wed;Thu;Fri;
135,132163,16:00-21:00;,Mon;Tue;Wed;Thu;Fri;
136,132163,16:00-21:00;,Sat;
137,132164,17:00-21:00;,Sat;
138,132164,17:00-21:00;,Sun;
139,132164,17:00-21:00;,Sun;
140,132164,17:00-21:00;,Mon;Tue;Wed;Thu;Fri;
141,132164,17:00-21:00;,Mon;Tue;Wed;Thu;Fri;
142,132164,17:00-21:00;,Sat;
143,132165,21:30-22:00;,Mon;Tue;Wed;Thu;Fri;
144,132165,21:30-22:00;,Mon;Tue;Wed;Thu;Fri;
145,132165,21:30-22:00;,Sat;
146,132165,21:30-22:00;,Sat;
147,132165,21:30-22:00;,Sun;
148,132165,21:30-22:00;,Sun;
149,132186,10:00-14:00;,Sat;
150,132186,10:00-14:00;,Sun;
151,132186,10:00-14:00;,Sun;
152,132186,10:00-14:00;,Sat;
153,132187,10:00-00:00;;17:00-23:30;,Sat;
154,132187,10:00-00:00;;17:00-23:30;,Sun;
155,132187,10:00-00:00;;17:00-23:30;,Mon;Tue;Wed;Thu;Fri;
156,132187,10:00-00:00;;17:00-23:30;,Mon;Tue;Wed;Thu;Fri;
157,132187,10:00-00:00;;17:00-23:30;,Sun;
158,132187,10:00-00:00;;17:00-23:30;,Sat;
159,132204,08:00-21:00;,Sat;
160,132204,08:00-21:00;,Sun;
161,132204,08:00-21:00;,Sun;
162,132204,08:00-21:00;,Mon;Tue;Wed;Thu;Fri;
163,132204,08:00-21:00;,Mon;Tue;Wed;Thu;Fri;
164,132204,08:00-21:00;,Sat;
165,132206,16:30-22:30;,Sun;
166,132206,16:30-22:30;,Sun;
167,132206,16:30-22:30;,Mon;Tue;Wed;Thu;Fri;
168,132206,16:30-22:30;,Mon;Tue;Wed;Thu;Fri;
169,132206,16:30-22:30;,Sat;
170,132206,16:30-22:30;,Sat;
171,132207,12:30-16:30;16:00-22:00;,Sat;
172,132207,12:30-16:30;16:00-22:00;,Sun;
173,132207,12:30-16:30;16:00-22:00;,Sun;
174,132207,12:30-16:30;16:00-22:00;,Mon;Tue;Wed;Thu;Fri;
175,132207,12:30-16:30;16:00-22:00;,Mon;Tue;Wed;Thu;Fri;
176,132207,12:30-16:30;16:00-22:00;,Sat;
177,132216,11:00-00:00;,Sat;
178,132216,11:00-00:00;,Sat;
179,132216,11:00-00:00;,Sun;
180,132216,11:00-00:00;,Sun;
181,132216,11:00-00:00;,Mon;Tue;Wed;Thu;Fri;
182,132216,11:00-00:00;,Mon;Tue;Wed;Thu;Fri;
183,132220,21:30-23:00;,Mon;Tue;Wed;Thu;Fri;
184,132220,21:30-23:00;,Mon;Tue;Wed;Thu;Fri;
185,132220,21:30-23:00;,Sat;
186,132220,21:30-23:00;,Sat;
187,132221,10:30-14:30;05:30-22:00;05:30-23:00;10:30-14:30;,Mon;Tue;Wed;Thu;Fri;
188,132221,10:30-14:30;05:30-22:00;05:30-23:00;10:30-14:30;,Mon;Tue;Wed;Thu;Fri;
189,132221,10:30-14:30;05:30-22:00;05:30-23:00;10:30-14:30;,Sat;
190,132221,10:30-14:30;05:30-22:00;05:30-23:00;10:30-14:30;,Sat;
191,132226,11:00-21:00;,Sun;
192,132226,11:00-21:00;,Sat;
193,132226,11:00-21:00;,Sun;
194,132226,11:00-21:00;,Mon;Tue;Wed;Thu;Fri;
195,132226,11:00-21:00;,Mon;Tue;Wed;Thu;Fri;
196,132226,11:00-21:00;,Sat;
197,132229,00:00-23:30;,Sun;
198,132229,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
199,132229,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
200,132229,00:00-23:30;,Sat;
201,132229,00:00-23:30;,Sat;
202,132229,00:00-23:30;,Sun;
203,132231,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
204,132231,17:00-22:00;,Sat;
205,132231,17:00-22:00;,Sat;
206,132231,17:00-22:00;,Sun;
207,132231,17:00-22:00;,Sun;
208,132231,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
209,132237,11:00-14:00;17:00-21:00;17:00-23:30;17:00-21:00;,Sun;
210,132237,11:00-14:00;17:00-21:00;17:00-23:30;17:00-21:00;,Sun;
211,132237,11:00-14:00;17:00-21:00;17:00-23:30;17:00-21:00;,Sat;
212,132237,11:00-14:00;17:00-21:00;17:00-23:30;17:00-21:00;,Sat;
213,132237,11:00-14:00;17:00-21:00;17:00-23:30;17:00-21:00;,Mon;Tue;Wed;Thu;Fri;
214,132237,11:00-14:00;17:00-21:00;17:00-23:30;17:00-21:00;,Mon;Tue;Wed;Thu;Fri;
215,132243,13:30-15:00;05:30-22:00;,Mon;Tue;Wed;Thu;Fri;
216,132243,13:30-15:00;05:30-22:00;,Sat;
217,132243,13:30-15:00;05:30-22:00;,Mon;Tue;Wed;Thu;Fri;
218,132243,13:30-15:00;05:30-22:00;,Sat;
219,132244,12:00-15:00;18:00-22:00;,Mon;Tue;Wed;Thu;Fri;
220,132244,12:00-15:00;18:00-22:00;,Mon;Tue;Wed;Thu;Fri;
221,132244,12:00-15:00;18:00-22:00;,Sat;
222,132244,12:00-15:00;18:00-22:00;,Sat;
223,132250,00:00-23:30;,Sat;
224,132250,00:00-23:30;,Sun;
225,132250,00:00-23:30;,Sun;
226,132250,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
227,132250,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
228,132250,00:00-23:30;,Sat;
229,132255,16:00-22:00;12:00-22:00;,Sun;
230,132255,16:00-22:00;12:00-22:00;,Sun;
231,132255,16:00-22:00;12:00-22:00;,Mon;Tue;Wed;Thu;Fri;
232,132255,16:00-22:00;12:00-22:00;,Mon;Tue;Wed;Thu;Fri;
233,132255,16:00-22:00;12:00-22:00;,Sat;
234,132255,16:00-22:00;12:00-22:00;,Sat;
235,132258,10:00-20:30;10:00-14:00;,Mon;Tue;Wed;Thu;Fri;
236,132258,10:00-20:30;10:00-14:00;,Sat;
237,132258,10:00-20:30;10:00-14:00;,Mon;Tue;Wed;Thu;Fri;
238,132258,10:00-20:30;10:00-14:00;,Sat;
239,132265,11:00-22:00;,Sun;
240,132265,11:00-22:00;,Sun;
241,132265,11:00-22:00;,Mon;Tue;Wed;Thu;Fri;
242,132265,11:00-22:00;,Mon;Tue;Wed;Thu;Fri;
243,132265,11:00-22:00;,Sat;
244,132265,11:00-22:00;,Sat;
245,132266,10:00-20:00;,Sat;
246,132266,10:00-20:00;,Sun;
247,132266,10:00-20:00;,Sun;
248,132266,10:00-20:00;,Mon;Tue;Wed;Thu;Fri;
249,132266,10:00-20:00;,Mon;Tue;Wed;Thu;Fri;
250,132266,10:00-20:00;,Sat;
251,132273,17:00-22:00;,Sun;
252,132273,17:00-22:00;,Sun;
253,132273,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
254,132273,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
255,132273,17:00-22:00;,Sat;
256,132273,17:00-22:00;,Sat;
257,132275,11:00-14:30;05:30-23:00;13:30-14:30;,Mon;Tue;Wed;Thu;Fri;
258,132275,11:00-14:30;05:30-23:00;13:30-14:30;,Mon;Tue;Wed;Thu;Fri;
259,132275,05:30-12:00;13:30-12:00;10:30-22:00;,Sun;
260,132275,05:30-12:00;13:30-12:00;10:30-22:00;,Sun;
261,132275,05:30-12:00;13:30-12:00;10:30-22:00;,Mon;Tue;Wed;Thu;Fri;
262,132275,05:30-12:00;13:30-12:00;10:30-22:00;,Mon;Tue;Wed;Thu;Fri;
263,132275,05:30-12:00;13:30-12:00;10:30-22:00;,Sat;
264,132275,05:30-12:00;13:30-12:00;10:30-22:00;,Sat;
265,132284,12:00-00:00;,Sat;
266,132284,12:00-00:00;,Sat;
267,132284,12:00-00:00;,Sun;
268,132284,12:00-00:00;,Sun;
269,132284,12:00-00:00;,Mon;Tue;Wed;Thu;Fri;
270,132284,12:00-00:00;,Mon;Tue;Wed;Thu;Fri;
271,132297,08:00-22:00;,Sun;
272,132297,08:00-22:00;,Sun;
273,132297,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;
274,132297,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;
275,132297,08:00-22:00;,Sat;
276,132297,08:00-22:00;,Sat;
277,132301,08:00-22:00;,Sat;
278,132301,08:00-22:00;,Sun;
279,132301,08:00-22:00;,Sun;
280,132301,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;
281,132301,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;
282,132301,08:00-22:00;,Sat;
283,132302,11:00-21:00;,Sun;
284,132302,11:00-21:00;,Sun;
285,132302,11:00-21:00;,Mon;Tue;Wed;Thu;Fri;
286,132302,11:00-21:00;,Mon;Tue;Wed;Thu;Fri;
287,132302,11:00-21:00;,Sat;
288,132302,11:00-21:00;,Sat;
289,132310,11:00-22:00;,Sun;
290,132310,11:00-22:00;,Sat;
291,132310,11:00-22:00;,Sun;
292,132310,11:00-22:00;,Mon;Tue;Wed;Thu;Fri;
293,132310,11:00-22:00;,Mon;Tue;Wed;Thu;Fri;
294,132310,11:00-22:00;,Sat;
295,132317,17:00-22:00;,Sun;
296,132317,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
297,132317,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
298,132317,17:00-22:00;,Sat;
299,132317,17:00-22:00;,Sat;
300,132317,17:00-22:00;,Sun;
301,132318,17:00-22:00;,Sun;
302,132318,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
303,132318,17:00-22:00;,Sat;
304,132318,17:00-22:00;,Sun;
305,132318,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
306,132318,17:00-22:00;,Sat;
307,132319,18:00-22:30;,Sat;
308,132319,18:00-22:30;,Sun;
309,132319,18:00-22:30;,Sun;
310,132319,18:00-22:30;,Mon;Tue;Wed;Thu;Fri;
311,132319,18:00-22:30;,Mon;Tue;Wed;Thu;Fri;
312,132319,18:00-22:30;,Sat;
313,132353,17:00-23:00;,Sun;
314,132353,17:00-23:00;,Sun;
315,132353,17:00-23:00;,Mon;Tue;Wed;Thu;Fri;
316,132353,17:00-23:00;,Mon;Tue;Wed;Thu;Fri;
317,132353,17:00-23:00;,Sat;
318,132353,17:00-23:00;,Sat;
319,132355,17:00-22:00;12:00;,Sun;
320,132355,17:00-22:00;12:00;,Sun;
321,132355,17:00-22:00;12:00;,Mon;Tue;Wed;Thu;Fri;
322,132355,17:00-22:00;12:00;,Mon;Tue;Wed;Thu;Fri;
323,132355,17:00-22:00;12:00;,Sat;
324,132355,17:00-22:00;12:00;,Sat;
325,132361,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
326,132361,17:00-22:00;,Sat;
327,132361,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
328,132361,17:00-22:00;,Sat;
329,132361,17:00-22:00;,Sun;
330,132361,17:00-22:00;,Sun;
331,132364,17:00-23:30;,Sat;
332,132364,17:00-23:30;,Sun;
333,132364,17:00-23:30;,Sun;
334,132364,17:00-23:30;,Mon;Tue;Wed;Thu;Fri;
335,132364,17:00-23:30;,Mon;Tue;Wed;Thu;Fri;
336,132364,17:00-23:30;,Sat;
337,132372,08:00-23:00;12:00;,Sun;
338,132372,08:00-23:00;12:00;,Sun;
339,132372,08:00-23:00;12:00;,Mon;Tue;Wed;Thu;Fri;
340,132372,08:00-23:00;12:00;,Mon;Tue;Wed;Thu;Fri;
341,132372,08:00-23:00;12:00;,Sat;
342,132372,08:00-23:00;12:00;,Sat;
343,132395,10:00-18:00;,Sat;
344,132395,10:00-18:00;,Sun;
345,132395,10:00-18:00;,Sun;
346,132395,10:00-18:00;,Sat;
347,132396,18:00-11:00;,Sat;
348,132396,18:00-11:00;,Sun;
349,132396,18:00-11:00;,Sun;
350,132396,18:00-11:00;,Mon;Tue;Wed;Thu;Fri;
351,132396,18:00-11:00;,Mon;Tue;Wed;Thu;Fri;
352,132396,18:00-11:00;,Sat;
353,132399,12:00-22:00;,Sat;
354,132399,12:00-22:00;,Sun;
355,132399,12:00-22:00;,Sun;
356,132399,12:00-22:00;,Mon;Tue;Wed;Thu;Fri;
357,132399,12:00-22:00;,Mon;Tue;Wed;Thu;Fri;
358,132399,12:00-22:00;,Sat;
359,132407,17:00-22:00;,Sun;
360,132407,17:00-22:00;,Sun;
361,132407,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
362,132407,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
363,132407,17:00-22:00;,Sat;
364,132407,17:00-22:00;,Sat;
365,132409,12:00-14:00;,Mon;Tue;Wed;Thu;Fri;
366,132409,12:00-14:00;,Mon;Tue;Wed;Thu;Fri;
367,132421,17:00-00:00;,Sat;
368,132421,17:00-00:00;,Sat;
369,132421,17:00-00:00;,Sun;
370,132421,17:00-00:00;,Sun;
371,132421,17:00-00:00;,Mon;Tue;Wed;Thu;Fri;
372,132421,17:00-00:00;,Mon;Tue;Wed;Thu;Fri;
373,132436,07:00-00:00;,Sat;
374,132436,07:00-00:00;,Sat;
375,132436,07:00-00:00;,Sun;
376,132436,07:00-00:00;,Sun;
377,132436,07:00-00:00;,Mon;Tue;Wed;Thu;Fri;
378,132436,07:00-00:00;,Mon;Tue;Wed;Thu;Fri;
379,132437,17:00-23:00;,Mon;Tue;Wed;Thu;Fri;
380,132437,17:00-23:00;,Sat;
381,132437,17:00-23:00;,Sat;
382,132437,17:00-23:00;,Sun;
383,132437,17:00-23:00;,Sun;
384,132437,17:00-23:00;,Mon;Tue;Wed;Thu;Fri;
385,132438,18:00-22:30;,Sun;
386,132438,18:00-22:30;,Sun;
387,132438,18:00-22:30;,Mon;Tue;Wed;Thu;Fri;
388,132438,18:00-22:30;,Mon;Tue;Wed;Thu;Fri;
389,132438,18:00-22:30;,Sat;
390,132438,18:00-22:30;,Sat;
391,132439,11:00-22:00;,Sat;
392,132439,11:00-22:00;,Sun;
393,132439,11:00-22:00;,Mon;Tue;Wed;Thu;Fri;
394,132439,11:00-22:00;,Mon;Tue;Wed;Thu;Fri;
395,132439,11:00-22:00;,Sat;
396,132439,11:00-22:00;,Sun;
397,132443,12:00-14:00;10:00-22:00;,Sat;
398,132443,12:00-14:00;10:00-22:00;,Sat;
399,132443,12:00-14:00;10:00-22:00;,Sun;
400,132443,12:00-14:00;10:00-22:00;,Sun;
401,132443,12:00-14:00;10:00-22:00;,Mon;Tue;Wed;Thu;Fri;
402,132443,12:00-14:00;10:00-22:00;,Mon;Tue;Wed;Thu;Fri;
403,132446,19:00-22:30;,Mon;Tue;Wed;Thu;Fri;
404,132446,19:00-22:30;,Mon;Tue;Wed;Thu;Fri;
405,132446,19:00-22:30;,Sat;
406,132446,19:00-22:30;,Sat;
407,132447,17:00-22:00;,Sun;
408,132447,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
409,132447,17:00-22:00;,Sat;
410,132447,17:00-22:00;,Sat;
411,132447,17:00-22:00;,Sun;
412,132447,17:00-22:00;,Mon;Tue;Wed;Thu;Fri;
413,132449,17:00-21:00;,Sat;
414,132449,17:00-21:00;,Sun;
415,132449,17:00-21:00;,Sun;
416,132449,17:00-21:00;,Mon;Tue;Wed;Thu;Fri;
417,132449,17:00-21:00;,Mon;Tue;Wed;Thu;Fri;
418,132449,17:00-21:00;,Sat;
419,132468,11:00-01:00;,Sat;
420,132468,11:00-01:00;,Sun;
421,132468,11:00-01:00;,Sun;
422,132468,11:00-01:00;,Mon;Tue;Wed;Thu;Fri;
423,132468,11:00-01:00;,Mon;Tue;Wed;Thu;Fri;
424,132468,11:00-01:00;,Sat;
425,132469,11:00-00:00;,Sat;
426,132469,11:00-00:00;,Sat;
427,132469,11:00-00:00;,Sun;
428,132469,11:00-00:00;,Sun;
429,132469,11:00-00:00;,Mon;Tue;Wed;Thu;Fri;
430,132469,11:00-00:00;,Mon;Tue;Wed;Thu;Fri;
431,132474,06:00-23:00;,Sun;
432,132474,06:00-23:00;,Sun;
433,132474,06:00-23:00;,Mon;Tue;Wed;Thu;Fri;
434,132474,06:00-23:00;,Sat;
435,132474,06:00-23:00;,Mon;Tue;Wed;Thu;Fri;
436,132474,06:00-23:00;,Sat;
437,132477,13:30-15:00;21:30-23:30;,Sat;
438,132477,13:30-15:00;21:30-23:30;,Sun;
439,132477,13:30-15:00;21:30-23:30;,Sun;
440,132477,13:30-15:00;21:30-23:30;,Mon;Tue;Wed;Thu;Fri;
441,132477,13:30-15:00;21:30-23:30;,Mon;Tue;Wed;Thu;Fri;
442,132477,13:30-15:00;21:30-23:30;,Sat;
443,132478,17:00-00:00;,Mon;Tue;Wed;Thu;Fri;
444,132478,17:00-00:00;,Mon;Tue;Wed;Thu;Fri;
445,132478,17:00-00:00;,Sat;
446,132478,17:00-00:00;,Sat;
447,132479,13:30-22:00;,Mon;Tue;Wed;Thu;Fri;
448,132479,13:30-22:00;,Sat;
449,132479,13:30-22:00;,Sun;
450,132479,13:30-22:00;,Sun;
451,132479,13:30-22:00;,Mon;Tue;Wed;Thu;Fri;
452,132479,13:30-22:00;,Sat;
453,132481,21:30-01:00;,Sun;
454,132481,21:30-01:00;,Sun;
455,132481,21:30-01:00;,Mon;Tue;Wed;Thu;Fri;
456,132481,21:30-01:00;,Mon;Tue;Wed;Thu;Fri;
457,132481,21:30-01:00;,Sat;
458,132481,21:30-01:00;,Sat;
459,132482,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
460,132482,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
461,132482,00:00-23:30;,Sat;
462,132482,00:00-23:30;,Sat;
463,132482,00:00-23:30;,Sun;
464,132482,00:00-23:30;,Sun;
465,132483,13:30-22:00;,Sat;
466,132483,13:30-22:00;,Sun;
467,132483,13:30-22:00;,Sun;
468,132483,13:30-22:00;,Mon;Tue;Wed;Thu;Fri;
469,132483,13:30-22:00;,Mon;Tue;Wed;Thu;Fri;
470,132483,13:30-22:00;,Sat;
471,132491,21:30-19:00;,Mon;Tue;Wed;Thu;Fri;
472,132491,21:30-19:00;,Mon;Tue;Wed;Thu;Fri;
473,132491,07:00-21:00;,Mon;Tue;Wed;Thu;Fri;
474,132491,07:00-21:00;,Sat;
475,132491,07:00-21:00;,Mon;Tue;Wed;Thu;Fri;
476,132491,07:00-21:00;,Sat;
477,132498,08:00-23:30;,Sat;
478,132498,08:00-23:30;,Sun;
479,132498,08:00-23:30;,Sun;
480,132498,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;
481,132498,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
482,132498,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;
483,132498,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
484,132498,07:00-23:30;,Sat;
485,132498,07:00-23:30;,Sat;
486,132498,08:00-23:30;,Sat;
487,132498,07:00-00:30;,Sun;
488,132498,07:00-00:30;,Sun;
489,132518,12:00-22:30;,Mon;Tue;Wed;Thu;Fri;
490,132518,12:00-22:30;,Mon;Tue;Wed;Thu;Fri;
491,132521,12:00-21:00;,Sun;
492,132521,12:00-21:00;,Sun;
493,132521,12:00-21:00;,Mon;Tue;Wed;Thu;Fri;
494,132521,12:00-21:00;,Mon;Tue;Wed;Thu;Fri;
495,132521,12:00-21:00;,Sat;
496,132521,12:00-21:00;,Sat;
497,132527,21:30-21:00;,Sun;
498,132527,21:30-21:00;,Sun;
499,132527,21:30-21:00;,Mon;Tue;Wed;Thu;Fri;
500,132527,21:30-21:00;,Mon;Tue;Wed;Thu;Fri;
501,132527,21:30-21:00;,Sat;
502,132527,21:30-21:00;,Sat;
503,132530,16:30-23:00;,Sun;
504,132530,16:30-23:00;,Sun;
505,132530,16:30-23:00;,Mon;Tue;Wed;Thu;Fri;
506,132530,16:30-23:00;,Mon;Tue;Wed;Thu;Fri;
507,132530,16:30-23:00;,Sat;
508,132530,16:30-23:00;,Sat;
509,132531,11:00-21:00;,Sat;
510,132531,11:00-21:00;,Sun;
511,132531,11:00-21:00;,Sun;
512,132531,11:00-21:00;,Mon;Tue;Wed;Thu;Fri;
513,132531,11:00-21:00;,Mon;Tue;Wed;Thu;Fri;
514,132531,11:00-21:00;,Sat;
515,132532,12:00-17:00;,Sat;
